PHONE,IMEI1,IMEI2,TYPE,START,END,TOWER,LATITUDE,LONGITUDE,OPERATORS
7400962280,464990304041502,740103675065046,SMSIN,2005-10-24 01:30:40,2005-10-24 01:30:40,33938012,-20.488189,123.530238,Vodafone
6084549108,464990304041502,608461134393962,CALLIN,2005-10-28 09:28:40,2005-10-28 10:48:41,70581467,-26.784503,133.348885,BSNL
6784235965,337696837285077,678432444925519,CALLOUT,2005-12-01 17:30:35,2005-12-01 18:07:02,38886216,-22.122366,130.38656,Vodafone
8114286023,337696837285077,811435770047917,CALLOUT,2006-02-20 16:04:41,2006-02-20 16:27:52,70435629,-28.553004,133.235238,Jio
9961087258,351389935514537,996114923605663,CALLOUT,2006-06-03 22:19:55,2006-06-03 22:29:43,10700371,-23.148928,127.836412,Jio
6228198665,464990304041502,622827313565046,SMSIN,2006-06-19 04:26:50,2006-06-19 04:26:50,12886794,-30.051306,138.765496,Airtel
7606218197,464990304041502,760630141236129,CALLOUT,2007-02-12 14:51:15,2007-02-12 15:13:31,31461018,-31.292408,139.123526,Vodafone
6045673616,464990304041502,604576931127345,CALLIN,2007-04-10 06:24:31,2007-04-10 06:29:51,19366374,-26.825628,131.579377,Airtel
6265887095,464990304041502,626598470343399,CALLOUT,2007-06-22 14:42:01,2007-06-22 15:27:47,33755396,-33.463787,132.034591,Jio
7728260660,337696837285077,772835142681363,CALLIN,2007-06-30 23:07:36,2007-06-30 23:53:26,95121178,-32.237667,138.512112,BSNL
8473309216,464990304041502,847338110421546,SMSOUT,2007-08-23 22:37:39,2007-08-23 22:37:39,67136154,35.166936,-97.627339,Vodafone
7488728828,337696837285077,748882452327345,SMSIN,2007-09-19 17:17:24,2007-09-19 17:17:24,76754477,32.510856,-95.347895,Vodafone
8473309216,464990304041502,847338089347818,SMSIN,2007-11-03 15:33:04,2007-11-03 15:33:04,16377552,35.253841,-92.903604,Jio
7728260660,464990304041502,772833233747818,CALLIN,2008-02-21 07:30:35,2008-02-21 07:56:26,75418418,30.465176,-96.32319,Vodafone
6045673616,337696837285077,604575683136030,CALLOUT,2008-03-04 01:25:40,2008-03-04 01:36:09,52600522,36.289694,-95.934837,BSNL
6587591922,351389935514537,658766026594970,CALLOUT,2008-04-05 08:25:23,2008-04-05 09:29:47,92980238,36.781257,-94.853154,Vodafone
7728260660,464990304041502,772832263805564,SMSIN,2008-05-06 12:41:49,2008-05-06 12:41:49,83222339,32.663578,-100.08824,Airtel
7606218197,337696837285077,760631389227345,SMSIN,2008-05-28 10:29:38,2008-05-28 10:29:38,11079553,34.931156,-99.550054,Airtel
6045673616,337696837285077,604575408804348,CALLOUT,2008-06-11 15:44:50,2008-06-11 16:26:00,91390982,36.119626,-96.769162,Vodafone
6045673616,351389935514537,604574808664947,CALLIN,2009-01-15 01:12:06,2009-01-15 02:08:27,63026009,28.886555,-95.520664,Idea
8114286023,351389935514537,811438073767023,CALLOUT,2009-01-21 14:52:07,2009-01-21 14:52:41,98102286,35.68354,-95.341616,Jio
7729921686,337696837285077,772998960658465,CALLOUT,2009-03-23 15:11:23,2009-03-23 15:32:19,65754946,34.92732,-98.378637,Vodafone
7728260660,351389935514537,772835635527345,SMSIN,2009-08-17 02:12:14,2009-08-17 02:12:14,44351531,39.759526,-96.979953,BSNL
6228198665,464990304041502,622826658558465,CALLOUT,2009-11-17 19:19:00,2009-11-17 20:17:51,32817852,40.217347,-95.113663,Idea
8473309216,337696837285077,847337713658465,SMSIN,2010-03-04 11:14:40,2010-03-04 11:14:40,97057006,34.404247,-88.674773,BSNL
8271332214,351389935514537,827141373075677,CALLIN,2010-05-10 04:20:48,2010-05-10 04:26:38,67874893,33.844764,-93.934358,Airtel
8948043731,337696837285077,894812694636030,CALLOUT,2010-06-01 02:18:06,2010-06-01 03:13:29,29024762,37.300404,-87.848745,Vodafone
8114286023,337696837285077,811436154861917,SMSOUT,2010-06-24 13:39:22,2010-06-24 13:39:22,74159136,36.058493,-103.385756,Jio
9592625765,351389935514537,959271653181363,CALLOUT,2010-09-11 01:43:15,2010-09-11 02:55:15,29290700,39.271199,-89.473304,Airtel
7060418281,337696837285077,706051299567023,SMSIN,2010-09-20 00:23:05,2010-09-20 00:23:05,86255924,38.601793,-96.534426,Jio
7060418281,351389935514537,706050676525420,CALLOUT,2010-09-27 08:24:40,2010-09-27 09:24:06,80645600,-15.74682,25.682921,BSNL
8697074109,337696837285077,869716739681741,CALLIN,2010-12-07 16:48:38,2010-12-07 17:30:00,53567776,-1.103473,39.171187,Vodafone
9253292735,351389935514537,925338244579030,SMSIN,2011-01-04 16:36:41,2011-01-04 16:36:41,67043851,-4.354608,37.724947,Airtel
7488728828,351389935514537,748882452327345,CALLOUT,2011-05-05 13:46:44,2011-05-05 14:33:21,92370071,-10.065657,39.991045,Jio
6045673616,337696837285077,604576690381741,CALLIN,2011-05-06 16:58:14,2011-05-06 17:57:09,23763770,0.776803,33.175442,BSNL
