PHONE,IMEI1,IMEI2,TYPE,START,END,TOWER,LATITUDE,LONGITUDE,OPERATORS
7100184240,219359226415964,710025871065046,CALLIN,2008-06-03 19:53:49,2008-06-03 20:05:30,21447658,26.515617,68.546759,Jio
6481819041,219359226415964,648188127693962,CALLIN,2008-08-09 14:39:48,2008-08-09 15:28:50,63986454,31.007906,67.948456,BSNL
8226712786,440933741239019,822680127025519,CALLIN,2008-09-01 07:43:52,2008-09-01 08:07:23,10862510,28.85925,69.155505,Airtel
9046648718,440933741239019,904672039547917,SMSIN,2008-10-14 07:06:54,2008-10-14 07:06:54,66555504,28.851956,70.980054,Idea
8226712786,219359226415964,822677476405663,SMSIN,2009-01-15 05:46:01,2009-01-15 05:46:01,45086578,29.58267,69.575393,Idea
6610955315,219359226415964,661102978565046,CALLOUT,2009-02-28 15:16:11,2009-02-28 15:25:07,57983211,26.96369,65.347502,Idea
9046648718,219359226415964,904673193336129,SMSOUT,2009-04-02 07:15:59,2009-04-02 07:15:59,91037385,29.43921,70.248238,Vodafone
6610955315,132573118048736,661105101027345,SMSIN,2009-05-09 03:05:20,2009-05-09 03:05:20,80803981,30.310081,65.583195,BSNL
9589806017,219359226415964,958990362543399,SMSIN,2009-05-13 10:18:47,2009-05-13 10:18:47,66813756,32.113109,68.545852,Airtel
7100184240,440933741239019,710027500681363,SMSOUT,2009-07-27 20:55:07,2009-07-27 20:55:07,46968981,28.722585,69.068514,Airtel
6105968687,219359226415964,610604057521546,SMSIN,2009-08-19 13:07:41,2009-08-19 13:07:41,85651125,32.831819,66.308095,Idea
9656031854,219359226415964,965612754927345,CALLOUT,2009-08-21 22:01:29,2009-08-21 22:59:53,51666964,30.907535,70.659678,Vodafone
7097838220,219359226415964,709790989747818,SMSOUT,2009-10-02 06:43:02,2009-10-02 06:43:02,33606151,29.605592,68.102083,Idea
8293030123,440933741239019,829310180047818,SMSOUT,2009-10-07 02:20:03,2009-10-07 02:20:03,15210138,31.178536,69.132398,BSNL
7100184240,132573118048736,710026745536030,CALLIN,2010-01-11 18:29:47,2010-01-11 19:46:41,43054707,28.26968,72.836962,Idea
9149865740,132573118048736,914993408394970,CALLIN,2010-06-01 14:35:44,2010-06-01 15:41:58,92344961,31.234773,72.485791,Airtel
7382367549,132573118048736,738242952705564,SMSOUT,2010-06-07 02:36:53,2010-06-07 02:36:53,18730740,32.789635,66.492746,BSNL
6105968687,219359226415964,610606438227345,SMSOUT,2010-09-27 09:52:25,2010-09-27 09:52:25,63981083,27.320601,72.252653,Vodafone
7100184240,132573118048736,710026471204348,SMSIN,2010-11-21 18:23:03,2010-11-21 18:23:03,53531972,27.359272,70.080793,Airtel
9046648718,132573118048736,904672318864947,SMSOUT,2011-01-30 17:06:06,2011-01-30 17:06:06,64282721,32.701445,69.65946,Idea
7895233169,132573118048736,789532788367023,SMSOUT,2011-05-20 07:46:23,2011-05-20 07:46:23,62385517,-8.217845,38.215408,Airtel
9046648718,440933741239019,904671663858465,SMSOUT,2011-06-08 16:36:36,2011-06-08 16:36:36,95996167,-5.821079,41.068779,BSNL
7998105469,219359226415964,799820116427345,SMSIN,2012-02-05 18:04:32,2012-02-05 18:04:32,88737532,-9.775243,31.500302,BSNL
9656031854,440933741239019,965609977458465,CALLIN,2012-02-29 17:36:04,2012-02-29 17:59:41,26478339,-1.721733,39.779889,Jio
9046648718,440933741239019,904671663858465,CALLOUT,2012-05-30 18:19:38,2012-05-30 19:22:07,13791934,-7.536055,33.116524,Idea
6304006854,440933741239019,630408837075677,SMSIN,2012-07-01 00:52:46,2012-07-01 00:52:46,90102980,-12.426122,28.951711,BSNL
8293030123,219359226415964,829311333836030,SMSOUT,2012-07-24 22:39:37,2012-07-24 22:39:37,47609653,-17.433043,36.769521,Idea
7998105469,219359226415964,799818099461917,SMSIN,2012-08-07 07:08:45,2012-08-07 07:08:45,70843441,-10.034247,33.473524,Vodafone
7100184240,440933741239019,710027500681363,CALLOUT,2012-11-14 13:37:53,2012-11-14 13:58:17,34755400,-1.894881,32.24181,Jio
6481819041,132573118048736,648191375567023,CALLOUT,2013-02-10 09:00:05,2013-02-10 10:04:02,46552613,-9.042599,37.151293,Airtel
8293030123,219359226415964,829311860725420,CALLIN,2013-03-17 23:35:12,2013-03-18 00:35:21,46647481,-14.377875,32.897103,Airtel
9046648718,219359226415964,904674200581741,CALLOUT,2013-03-18 14:50:46,2013-03-18 14:53:20,54278383,-9.996789,40.589436,Airtel
6481819041,440933741239019,648190875179030,SMSIN,2013-04-07 07:25:34,2013-04-07 07:25:34,10600769,-12.392032,30.079753,Vodafone
7100184240,440933741239019,710027993527345,CALLOUT,2013-06-29 14:09:27,2013-06-29 15:33:20,98312110,-8.540458,38.632275,BSNL
9952775525,219359226415964,995286881281741,CALLOUT,2013-07-11 21:00:10,2013-07-11 21:54:14,84322800,-2.286306,35.916074,Airtel
9046648718,440933741239019,904673720225420,CALLOUT,2013-07-13 00:36:58,2013-07-13 01:41:12,75526887,-14.34869,37.002524,BSNL
7100184240,219359226415964,710027895467023,CALLIN,2013-07-20 06:15:33,2013-07-20 06:31:25,62565412,-8.663189,35.985959,Idea
8810967510,440933741239019,881105827681363,CALLOUT,2013-11-06 20:55:53,2013-11-06 21:38:39,45685742,-15.953553,44.116488,Jio
6220501265,440933741239019,622059696027345,SMSOUT,2013-12-31 14:20:01,2013-12-31 14:20:01,75092310,-9.532353,38.592474,Jio
8293030123,440933741239019,829311879566256,SMSOUT,2014-05-02 09:08:07,2014-05-02 09:08:07,77512454,-12.393197,39.497168,Airtel
7998105469,440933741239019,799819395325420,CALLOUT,2014-06-08 05:35:55,2014-06-08 06:21:09,88091449,35.539968,-96.526656,Airtel
